cod_nota,nota_NP1,nota_NP2,nota_exame,semestre,ano,cod_disciplina,cod_aluno
15443,3.42,8.43,2.99,1,2016,211,551
15444,8.88,3.48,6.28,2,2020,212,551
15445,6.32,8.97,0.0,1,2018,213,551
15446,4.31,2.57,8.81,2,2011,214,551
15447,5.63,1.64,8.12,2,2014,215,551
15448,9.51,8.43,0.0,2,2015,216,551
15449,5.45,9.26,0.0,2,2017,217,551
15450,0.95,5.36,3.02,1,2014,218,551
15451,5.14,2.0,2.27,1,2017,219,551
15452,0.8,9.21,7.46,1,2018,220,551
15453,8.91,1.68,5.02,1,2017,221,551
15454,3.57,8.06,5.12,1,2014,222,551
15455,5.95,9.52,0.0,1,2017,223,551
15456,6.3,9.17,0.0,1,2015,308,552
15457,3.89,2.59,0.21,1,2018,309,552
15458,8.08,1.32,6.71,1,2015,310,552
15459,5.31,3.17,6.19,2,2010,311,552
15460,7.66,7.42,0.0,2,2015,312,552
15461,3.09,8.99,4.79,2,2016,313,552
15462,0.35,8.91,0.43,2,2015,314,552
15463,9.78,8.08,0.0,2,2014,315,552
15464,9.49,10.0,0.0,1,2016,316,552
15465,4.36,8.14,8.99,2,2012,317,552
15466,7.17,7.34,0.0,1,2011,318,552
15467,3.63,0.8,9.42,1,2019,319,552
15468,7.96,1.76,8.14,2,2012,320,552
15469,8.4,4.66,8.43,1,2020,321,552
15470,1.28,9.24,2.32,2,2014,322,552
15471,1.27,4.14,0.2,2,2018,323,552
15472,2.64,0.64,5.6,1,2018,324,552
15473,8.54,7.71,0.0,1,2016,325,552
15474,3.97,1.46,2.97,2,2016,326,552
15475,8.81,8.68,0.0,1,2014,327,552
15476,0.81,6.49,8.5,1,2019,328,552
15477,6.5,5.0,9.89,2,2016,329,552
15478,6.58,7.67,0.0,1,2015,330,552
15479,8.57,4.82,3.67,1,2018,331,552
15480,6.1,3.17,3.91,2,2014,332,552
15481,7.62,1.43,7.02,2,2017,333,552
15482,6.91,3.82,7.68,2,2011,334,552
15483,2.18,0.16,9.77,2,2013,335,552
15484,5.52,8.87,0.0,1,2018,1176,553
15485,2.27,3.3,3.14,1,2014,1177,553
15486,5.06,3.98,7.3,2,2014,1178,553
15487,1.6,0.93,8.96,2,2013,1179,553
15488,4.01,7.29,7.79,1,2014,1180,553
15489,7.46,0.22,5.57,2,2010,1181,553
15490,9.21,4.16,2.48,1,2015,1182,553
15491,1.26,7.82,6.46,1,2014,1183,553
15492,8.25,5.83,0.0,1,2013,1184,553
15493,9.26,7.35,0.0,2,2016,1185,553
15494,8.12,1.55,2.9,2,2017,1186,553
15495,5.67,8.51,0.0,2,2011,1187,553
15496,2.92,3.0,5.88,1,2018,1188,553
15497,6.86,9.73,0.0,1,2018,1189,553
15498,3.58,4.19,2.87,2,2018,1190,553
15499,0.05,3.52,4.2,2,2011,1191,553
15500,2.68,4.64,7.37,2,2017,1192,553
15501,1.61,2.98,8.01,1,2015,1193,553
15502,9.58,7.19,0.0,2,2015,1194,553
15503,1.34,7.11,5.57,2,2017,1195,553
15504,5.42,6.82,1.07,2,2011,1196,553
15505,3.23,2.48,1.18,2,2015,1197,553
15506,7.19,0.28,5.11,1,2015,1198,553
15507,8.02,6.94,0.0,1,2019,1199,553
15508,2.31,9.9,9.93,2,2013,1200,553
15509,7.82,8.77,0.0,1,2015,1201,553
15510,5.51,2.15,5.19,2,2015,1202,553
15511,8.88,8.8,0.0,1,2015,1203,553
15512,3.93,3.69,5.15,1,2014,0,554
15513,8.28,7.09,0.0,1,2014,1,554
15514,7.65,4.45,4.84,1,2013,2,554
15515,8.17,3.72,7.98,1,2016,3,554
15516,1.31,5.59,8.41,1,2016,4,554
15517,9.14,6.57,0.0,1,2019,5,554
15518,9.25,8.56,0.0,1,2015,6,554
15519,4.84,1.27,5.06,2,2016,7,554
15520,7.05,0.11,4.87,2,2016,8,554
15521,8.67,3.42,8.54,1,2012,9,554
15522,0.28,8.65,5.86,2,2016,10,554
15523,3.31,2.76,1.08,2,2014,11,554
15524,3.85,2.05,4.47,2,2014,12,554
15525,1.9,1.46,8.07,1,2018,13,554
15526,2.06,8.38,5.65,1,2014,14,554
15527,2.18,6.55,8.48,1,2013,15,554
15528,9.02,1.72,6.98,2,2017,16,554
15529,1.61,9.76,2.25,2,2013,17,554
15530,1.67,1.72,2.34,2,2020,18,554
15531,0.55,6.48,1.21,2,2018,19,554
15532,6.15,6.48,9.59,2,2015,20,554
15533,4.55,0.25,2.4,2,2011,21,554
15534,7.28,1.48,6.18,1,2019,22,554
15535,2.32,7.69,9.76,1,2018,23,554
15536,3.99,8.93,5.6,1,2016,24,554
15537,5.2,2.94,3.2,1,2012,25,554
15538,9.63,2.53,6.2,2,2013,26,554
15539,4.58,3.65,3.01,1,2018,27,554
15540,1.57,6.59,3.77,1,2016,588,555
15541,0.53,4.86,1.67,1,2015,589,555
15542,5.08,1.54,2.34,2,2015,590,555
15543,5.55,2.66,4.97,2,2013,591,555
15544,9.08,6.3,0.0,1,2015,592,555
15545,7.24,3.71,2.18,1,2012,593,555
15546,5.11,0.41,3.59,1,2017,594,555
15547,4.7,7.28,6.02,1,2016,595,555
15548,5.6,6.6,2.43,2,2016,596,555
15549,4.07,1.25,2.03,2,2018,597,555
15550,5.59,2.88,6.78,1,2018,598,555
15551,3.95,9.65,1.61,1,2018,599,555
15552,9.34,8.18,0.0,2,2017,600,555
15553,4.58,6.47,8.68,1,2011,601,555
15554,2.01,2.33,4.15,2,2014,602,555
15555,3.15,7.09,9.99,2,2011,603,555
15556,4.24,3.0,3.79,2,2011,604,555
15557,6.26,6.75,5.37,2,2018,605,555
15558,6.22,6.08,7.77,1,2016,606,555
15559,6.58,0.87,6.34,1,2013,607,555
15560,0.75,3.69,5.57,1,2018,608,555
15561,9.29,2.69,4.44,1,2010,609,555
15562,5.23,3.59,6.92,1,2015,610,555
15563,2.0,9.92,5.19,2,2013,611,555
15564,2.0,9.46,8.28,1,2012,612,555
15565,4.39,8.3,3.97,2,2016,613,555
15566,2.98,8.34,4.51,1,2015,614,555
15567,5.3,7.99,8.08,2,2013,615,555
15568,6.72,0.19,5.88,1,2013,560,556
15569,4.29,3.83,7.05,2,2015,561,556
15570,1.41,8.52,7.2,1,2013,562,556
15571,8.17,8.4,0.0,1,2013,563,556
15572,5.5,2.62,2.66,2,2012,564,556
15573,6.56,7.93,0.0,1,2012,565,556
15574,0.45,8.16,2.0,2,2014,566,556
15575,8.78,8.24,0.0,2,2011,567,556
15576,9.61,6.87,0.0,2,2019,568,556
15577,2.16,9.14,5.27,2,2016,569,556
15578,5.43,8.32,5.5,2,2016,570,556
15579,9.52,8.66,0.0,2,2011,571,556
15580,0.76,7.69,4.0,1,2013,572,556
15581,6.92,3.52,9.22,1,2014,573,556
15582,8.8,6.68,0.0,2,2015,574,556
15583,7.87,9.93,0.0,1,2018,575,556
15584,4.68,5.39,6.99,1,2018,576,556
15585,0.54,8.86,8.19,2,2014,577,556
15586,1.03,7.3,6.56,1,2015,578,556
15587,1.79,9.71,8.11,1,2016,579,556
15588,7.1,3.28,4.83,2,2012,580,556
15589,3.85,6.38,2.58,1,2017,581,556
15590,7.14,8.43,0.0,1,2011,582,556
15591,9.9,5.17,0.0,2,2015,583,556
15592,8.5,2.35,1.49,1,2019,584,556
15593,4.85,2.22,6.82,2,2014,585,556
15594,9.27,9.44,0.0,2,2016,586,556
15595,7.38,0.93,9.2,2,2017,587,556
15596,1.57,8.74,1.89,1,2017,112,557
15597,3.32,0.19,4.01,1,2011,113,557
15598,2.67,1.66,6.7,1,2016,114,557
15599,6.17,9.16,0.0,1,2016,115,557
15600,9.83,5.78,0.0,2,2017,116,557
15601,7.77,2.47,2.43,1,2011,117,557
15602,6.66,0.39,8.02,2,2018,118,557
15603,1.78,6.62,6.41,1,2017,119,557
15604,1.92,5.31,8.46,1,2013,120,557
15605,8.95,1.12,0.63,2,2017,121,557
15606,4.43,3.5,9.78,2,2019,122,557
15607,2.77,5.55,2.23,2,2017,123,557
15608,4.17,5.35,4.19,2,2015,124,557
15609,7.47,8.57,0.0,1,2014,125,557
15610,1.11,0.67,3.11,1,2015,126,557
15611,3.27,9.13,8.93,2,2012,127,557
15612,4.24,7.52,4.11,1,2013,128,557
15613,5.11,6.24,0.9,1,2014,129,557
15614,1.05,4.52,6.32,2,2020,130,557
15615,9.44,0.28,6.29,2,2016,131,557
15616,4.46,2.72,4.99,2,2015,132,557
15617,8.11,7.13,0.0,2,2014,133,557
15618,9.65,8.18,0.0,1,2015,134,557
15619,4.32,2.03,8.6,1,2013,135,557
15620,3.59,2.42,6.91,1,2015,136,557
15621,2.34,6.28,8.15,2,2018,137,557
15622,5.34,7.06,3.14,1,2015,138,557
15623,7.76,9.63,0.0,1,2015,139,557
15624,9.58,0.79,8.97,1,2011,392,558
15625,9.41,6.12,0.0,1,2016,393,558
15626,5.91,9.88,0.0,1,2018,394,558
15627,7.05,1.62,3.22,2,2014,395,558
15628,3.7,8.12,5.63,1,2017,396,558
15629,0.12,8.22,4.4,1,2020,397,558
15630,3.14,4.11,3.68,2,2015,398,558
15631,3.74,4.21,2.76,2,2010,399,558
15632,3.87,0.22,7.2,1,2012,400,558
15633,9.53,0.29,9.64,1,2015,401,558
15634,5.0,7.71,6.68,2,2012,402,558
15635,8.83,6.37,0.0,2,2012,403,558
15636,3.94,8.38,6.39,2,2010,404,558
15637,3.34,6.18,0.37,1,2015,405,558
15638,4.25,9.44,3.59,2,2012,406,558
15639,6.41,7.86,0.0,2,2014,407,558
15640,6.54,6.5,4.38,1,2017,408,558
15641,1.2,3.66,0.06,1,2013,409,558
15642,1.59,10.0,6.1,2,2019,410,558
15643,8.39,8.6,0.0,1,2016,411,558
15644,4.61,4.56,3.84,2,2016,412,558
15645,3.65,0.25,3.51,2,2016,413,558
15646,2.88,7.69,8.98,1,2014,414,558
15647,5.75,8.02,1.46,1,2019,415,558
15648,7.47,8.34,0.0,1,2015,416,558
15649,0.8,3.03,3.63,2,2018,417,558
15650,0.82,7.84,1.98,2,2012,418,558
15651,4.74,9.0,6.72,2,2011,419,558
15652,2.03,5.04,4.74,2,2016,196,559
15653,5.46,3.63,3.77,2,2014,197,559
15654,5.96,7.67,7.37,2,2017,198,559
15655,0.28,2.1,1.03,2,2019,199,559
15656,0.68,8.9,8.79,2,2016,200,559
15657,2.04,9.27,1.55,1,2016,201,559
15658,5.69,5.79,5.82,1,2016,202,559
15659,5.6,8.41,0.0,1,2018,203,559
15660,4.64,9.93,0.0,2,2015,204,559
15661,0.04,9.55,7.29,2,2017,205,559
15662,8.2,6.65,0.0,1,2019,206,559
15663,2.89,3.74,9.11,1,2017,207,559
15664,8.43,4.11,4.73,1,2014,208,559
15665,3.42,8.78,9.99,2,2014,209,559
15666,1.35,4.89,4.15,1,2015,210,559
15667,6.79,1.5,0.92,1,2012,211,559
15668,7.39,3.58,8.32,1,2018,212,559
15669,4.55,4.7,6.35,2,2015,213,559
15670,0.01,0.46,7.01,1,2014,214,559
15671,3.37,9.67,2.72,2,2014,215,559
15672,6.49,9.74,0.0,1,2014,216,559
15673,2.1,2.0,6.01,2,2014,217,559
15674,5.3,1.2,7.53,2,2016,218,559
15675,7.25,0.06,6.53,1,2017,219,559
15676,6.2,7.64,9.18,1,2016,220,559
15677,5.14,1.84,0.43,2,2015,221,559
15678,1.16,2.53,0.83,1,2017,222,559
15679,6.32,3.0,5.56,1,2015,223,559
15680,3.06,4.7,0.82,1,2015,616,560
15681,8.11,1.84,4.45,2,2019,617,560
15682,8.54,9.76,0.0,2,2018,618,560
15683,4.45,3.2,7.45,1,2011,619,560
15684,4.3,2.13,1.13,2,2015,620,560
15685,8.92,3.7,0.37,2,2013,621,560
15686,5.2,9.99,0.0,2,2014,622,560
15687,7.22,3.02,2.51,1,2014,623,560
15688,2.45,7.77,8.2,2,2016,624,560
15689,8.51,8.23,0.0,2,2015,625,560
15690,6.87,4.79,5.53,2,2016,626,560
15691,8.6,5.63,0.0,1,2016,627,560
15692,8.33,1.98,9.05,1,2014,628,560
15693,7.43,2.86,3.0,2,2011,629,560
15694,3.95,5.29,4.42,1,2011,630,560
15695,0.77,2.63,0.62,1,2015,631,560
15696,7.38,4.39,7.22,1,2019,632,560
15697,3.09,5.08,5.76,1,2010,633,560
15698,7.49,3.49,4.59,1,2011,634,560
15699,7.04,7.42,0.0,1,2015,635,560
15700,5.3,0.41,1.12,1,2013,636,560
15701,2.14,4.65,8.49,1,2016,637,560
15702,5.88,4.74,1.64,1,2013,638,560
15703,0.93,6.35,1.81,1,2013,639,560
15704,0.79,3.47,3.68,1,2019,640,560
15705,9.18,9.69,0.0,1,2013,641,560
15706,6.07,4.49,1.74,2,2012,642,560
15707,1.71,8.18,2.57,1,2015,643,560
15708,8.0,3.57,6.83,2,2015,1036,561
15709,0.57,2.87,5.59,1,2013,1037,561
15710,7.8,5.4,9.57,2,2011,1038,561
15711,6.9,0.1,4.16,1,2010,1039,561
15712,9.6,0.31,6.92,1,2010,1040,561
15713,9.04,4.9,8.1,2,2016,1041,561
15714,2.43,7.07,9.33,2,2013,1042,561
15715,4.04,1.35,3.52,1,2013,1043,561
15716,8.3,9.58,0.0,2,2017,1044,561
15717,0.6,5.41,4.33,1,2017,1045,561
15718,6.59,2.34,6.63,2,2019,1046,561
15719,0.14,4.05,3.12,2,2011,1047,561
15720,9.93,1.13,8.98,1,2016,1048,561
15721,2.0,4.64,7.96,2,2015,1049,561
15722,4.78,9.12,4.14,2,2014,1050,561
15723,2.35,4.57,8.26,1,2015,1051,561
15724,1.76,6.65,8.98,1,2016,1052,561
15725,9.1,4.38,1.74,1,2011,1053,561
15726,2.3,0.71,9.73,1,2015,1054,561
15727,1.54,3.22,0.57,1,2011,1055,561
15728,7.34,4.19,6.54,1,2014,1056,561
15729,7.42,3.99,4.36,1,2013,1057,561
15730,8.85,5.55,0.0,1,2017,1058,561
15731,6.24,6.59,9.91,2,2014,1059,561
15732,5.6,1.28,2.81,2,2014,1060,561
15733,6.02,4.74,7.11,2,2015,1061,561
15734,3.4,6.82,0.97,1,2011,1062,561
15735,6.88,7.85,0.0,1,2015,1063,561
15736,5.44,7.45,5.7,2,2014,1064,562
15737,5.53,8.52,0.0,2,2010,1065,562
15738,4.79,4.02,8.86,2,2011,1066,562
15739,9.49,1.42,8.05,1,2013,1067,562
15740,7.04,8.08,0.0,1,2014,1068,562
15741,4.45,2.58,0.36,1,2017,1069,562
15742,2.87,5.3,5.47,2,2012,1070,562
15743,4.42,8.91,7.49,2,2013,1071,562
15744,3.02,1.31,4.87,2,2019,1072,562
15745,4.15,4.16,5.38,1,2012,1073,562
15746,5.2,9.86,0.0,2,2012,1074,562
15747,4.28,4.89,0.88,2,2012,1075,562
15748,8.66,9.42,0.0,1,2017,1076,562
15749,1.16,1.71,9.47,1,2019,1077,562
15750,0.06,5.18,2.29,2,2017,1078,562
15751,3.7,0.18,8.21,2,2017,1079,562
15752,4.15,8.44,5.01,2,2019,1080,562
15753,2.56,8.03,6.71,1,2016,1081,562
15754,7.12,0.22,1.43,2,2014,1082,562
15755,2.41,0.9,9.46,1,2014,1083,562
15756,1.47,1.81,0.54,2,2017,1084,562
15757,3.14,6.7,4.69,1,2015,1085,562
15758,1.74,2.15,6.69,2,2012,1086,562
15759,9.71,4.02,1.46,1,2014,1087,562
15760,8.78,3.75,5.38,2,2013,1088,562
15761,8.73,8.62,0.0,2,2013,1089,562
15762,9.89,3.28,3.36,1,2019,1090,562
15763,5.69,6.4,2.92,2,2014,1091,562
15764,3.69,8.41,7.66,2,2011,448,563
15765,1.38,1.01,7.19,2,2017,449,563
15766,1.16,9.74,3.02,2,2015,450,563
15767,7.43,1.61,9.52,2,2018,451,563
15768,6.57,3.7,0.64,2,2011,452,563
15769,4.39,7.81,7.7,1,2011,453,563
15770,3.33,5.41,9.93,1,2014,454,563
15771,7.17,8.87,0.0,1,2016,455,563
15772,4.09,0.13,4.62,1,2013,456,563
15773,5.61,1.54,2.48,2,2012,457,563
15774,8.43,3.51,1.33,2,2017,458,563
15775,8.77,7.95,0.0,1,2015,459,563
15776,3.41,3.17,9.0,1,2019,460,563
15777,6.96,9.53,0.0,1,2019,461,563
15778,1.91,2.26,5.27,2,2012,462,563
15779,1.2,2.44,5.31,1,2013,463,563
15780,1.73,1.63,9.98,1,2017,464,563
15781,0.23,2.47,7.25,2,2016,465,563
15782,1.79,0.76,6.64,2,2016,466,563
15783,4.04,1.57,1.4,2,2015,467,563
15784,4.49,6.38,5.85,2,2014,468,563
15785,8.44,0.54,7.42,1,2013,469,563
15786,3.7,5.27,2.98,1,2016,470,563
15787,0.04,3.52,4.39,2,2013,471,563
15788,9.83,7.92,0.0,2,2017,472,563
15789,9.73,5.44,0.0,1,2012,473,563
15790,4.06,1.24,7.58,1,2015,474,563
15791,4.83,2.09,4.18,2,2014,475,563
15792,7.84,0.72,1.66,1,2010,840,564
15793,5.13,0.54,1.43,2,2013,841,564
15794,6.81,1.58,1.26,1,2011,842,564
15795,6.19,1.36,2.84,2,2012,843,564
15796,4.84,8.31,0.52,1,2014,844,564
15797,8.05,0.45,8.36,2,2011,845,564
15798,3.17,9.09,5.09,2,2015,846,564
15799,5.59,9.12,0.0,1,2017,847,564
15800,0.26,1.5,2.08,1,2013,848,564
15801,8.74,5.38,0.0,1,2013,849,564
15802,3.43,9.51,4.03,2,2016,850,564
15803,7.42,7.96,0.0,1,2013,851,564
15804,6.04,7.87,3.19,2,2015,852,564
15805,9.79,2.78,9.95,1,2011,853,564
15806,1.24,6.68,5.27,2,2013,854,564
15807,2.96,9.43,0.48,2,2018,855,564
15808,4.97,4.35,9.65,1,2014,856,564
15809,4.32,3.62,6.44,2,2014,857,564
15810,5.68,1.44,4.67,2,2017,858,564
15811,5.42,3.98,3.43,1,2018,859,564
15812,4.88,2.33,8.52,1,2016,860,564
15813,9.12,5.46,0.0,2,2013,861,564
15814,5.63,6.67,4.33,1,2015,862,564
15815,1.62,1.33,1.55,2,2012,863,564
15816,8.26,1.85,6.64,2,2019,864,564
15817,5.11,2.28,2.03,2,2017,865,564
15818,0.11,8.4,4.15,1,2014,866,564
15819,2.02,6.44,2.49,1,2018,867,564
15820,1.47,6.79,9.6,2,2016,308,565
15821,6.23,6.59,9.78,1,2013,309,565
15822,7.44,3.86,9.85,2,2013,310,565
15823,2.38,2.23,3.92,1,2015,311,565
15824,2.69,2.89,3.6,1,2015,312,565
15825,6.23,9.84,0.0,1,2015,313,565
15826,0.42,0.29,1.92,2,2011,314,565
15827,1.7,7.2,3.49,2,2019,315,565
15828,0.85,9.77,3.97,2,2011,316,565
15829,9.73,0.82,4.97,1,2015,317,565
15830,5.66,4.54,1.24,2,2011,318,565
15831,6.62,4.28,4.28,2,2013,319,565
15832,5.74,3.02,4.41,2,2019,320,565
15833,1.48,4.78,1.81,1,2019,321,565
15834,8.51,0.53,9.76,2,2018,322,565
15835,5.15,0.88,6.22,2,2013,323,565
15836,3.55,5.87,1.76,2,2014,324,565
15837,7.63,6.8,0.0,1,2015,325,565
15838,4.7,5.15,4.97,2,2018,326,565
15839,6.97,3.44,2.19,2,2011,327,565
15840,3.65,1.91,1.75,1,2018,328,565
15841,9.98,0.44,1.29,1,2011,329,565
15842,1.46,9.13,4.75,1,2016,330,565
15843,2.93,8.05,5.69,2,2013,331,565
15844,1.82,5.9,5.17,2,2013,332,565
15845,9.97,7.74,0.0,2,2011,333,565
15846,6.15,1.08,2.47,1,2014,334,565
15847,7.08,8.39,0.0,2,2013,335,565
15848,0.44,6.44,2.42,2,2011,560,566
15849,5.1,8.21,0.32,2,2019,561,566
15850,6.12,4.0,8.25,2,2013,562,566
15851,2.62,9.91,0.73,2,2017,563,566
15852,4.32,7.36,4.76,1,2012,564,566
15853,9.69,1.53,9.97,2,2013,565,566
15854,3.09,1.76,2.96,2,2016,566,566
15855,3.06,1.84,8.67,1,2020,567,566
15856,2.77,6.95,3.51,2,2018,568,566
15857,9.9,9.62,0.0,2,2011,569,566
15858,5.57,3.01,9.19,2,2015,570,566
15859,6.1,4.54,9.01,1,2016,571,566
15860,9.33,9.64,0.0,2,2011,572,566
15861,5.11,2.95,2.09,1,2015,573,566
15862,7.99,8.16,0.0,2,2017,574,566
15863,7.21,4.29,3.21,1,2015,575,566
15864,6.62,6.57,5.84,1,2014,576,566
15865,2.31,0.54,6.6,1,2011,577,566
15866,3.2,1.84,4.79,2,2017,578,566
15867,1.48,3.14,9.09,1,2017,579,566
15868,8.06,8.01,0.0,1,2011,580,566
15869,2.55,6.31,5.87,1,2018,581,566
15870,6.19,1.13,5.18,2,2013,582,566
15871,6.51,8.96,0.0,1,2014,583,566
15872,4.38,0.61,9.91,2,2011,584,566
15873,9.54,6.94,0.0,1,2016,585,566
15874,6.76,1.92,9.22,1,2013,586,566
15875,6.79,7.8,0.0,1,2017,587,566
15876,2.48,2.87,4.7,1,2015,1092,567
15877,5.43,7.88,8.03,2,2015,1093,567
15878,6.28,0.54,3.21,2,2012,1094,567
15879,2.42,1.66,0.79,2,2010,1095,567
15880,6.22,0.51,6.62,2,2013,1096,567
15881,2.81,5.36,4.14,2,2014,1097,567
15882,1.59,4.82,2.97,1,2015,1098,567
15883,1.16,9.02,6.42,2,2014,1099,567
15884,8.17,3.79,9.63,1,2016,1100,567
15885,2.2,5.08,3.24,2,2017,1101,567
15886,5.66,9.06,0.0,1,2013,1102,567
15887,3.57,3.84,6.79,1,2012,1103,567
15888,4.62,6.2,6.64,2,2016,1104,567
15889,0.85,6.7,6.4,1,2016,1105,567
15890,5.92,3.4,2.55,1,2015,1106,567
15891,2.11,2.15,7.82,1,2017,1107,567
15892,1.86,3.64,4.73,2,2020,1108,567
15893,1.15,6.25,7.12,1,2014,1109,567
15894,1.49,5.55,6.14,2,2018,1110,567
15895,2.75,6.57,6.73,2,2015,1111,567
15896,8.56,6.05,0.0,1,2013,1112,567
15897,7.54,6.8,0.0,2,2015,1113,567
15898,1.87,3.05,2.94,1,2012,1114,567
15899,5.1,8.84,5.49,2,2014,1115,567
15900,3.68,6.67,5.08,1,2011,1116,567
15901,8.33,6.83,0.0,2,2016,1117,567
15902,5.0,8.61,6.01,2,2018,1118,567
15903,2.76,1.66,0.27,2,2010,1119,567
15904,2.53,0.53,9.58,2,2014,308,568
15905,0.2,4.24,2.02,2,2015,309,568
15906,4.03,5.6,7.18,2,2019,310,568
15907,2.86,5.68,6.3,2,2012,311,568
15908,8.46,2.88,9.33,2,2016,312,568
15909,8.41,8.77,0.0,1,2015,313,568
15910,2.3,7.91,2.59,1,2013,314,568
15911,0.95,8.88,0.59,2,2013,315,568
15912,7.43,6.07,9.57,1,2016,316,568
15913,0.4,9.74,0.88,2,2012,317,568
15914,7.79,6.69,0.0,2,2018,318,568
15915,6.13,3.05,7.08,1,2013,319,568
15916,2.77,0.84,4.62,1,2013,320,568
15917,4.68,5.56,4.95,1,2019,321,568
15918,8.65,4.14,2.32,2,2020,322,568
15919,2.64,5.89,3.85,1,2016,323,568
15920,9.94,1.18,8.29,1,2015,324,568
15921,1.92,5.14,7.99,2,2012,325,568
15922,4.02,7.81,6.51,1,2015,326,568
15923,6.32,3.24,3.91,2,2015,327,568
15924,6.45,3.93,2.42,1,2015,328,568
15925,9.26,6.59,0.0,2,2016,329,568
15926,1.54,3.77,0.26,2,2018,330,568
15927,0.73,4.57,2.55,1,2016,331,568
15928,2.42,8.49,2.84,2,2013,332,568
15929,0.19,9.57,3.96,1,2012,333,568
15930,7.4,7.07,0.0,2,2018,334,568
15931,8.57,7.27,0.0,2,2013,335,568
15932,6.15,1.27,3.3,2,2011,56,569
15933,6.36,1.25,8.32,2,2012,57,569
15934,9.53,8.53,0.0,1,2018,58,569
15935,2.09,4.4,6.9,1,2018,59,569
15936,5.11,5.88,9.88,2,2015,60,569
15937,3.34,8.67,7.05,2,2011,61,569
15938,2.99,8.02,4.47,1,2018,62,569
15939,9.4,4.47,8.11,1,2020,63,569
15940,4.59,3.37,2.8,2,2010,64,569
15941,6.74,8.79,0.0,1,2015,65,569
15942,6.78,8.67,0.0,1,2017,66,569
15943,9.46,9.26,0.0,1,2018,67,569
15944,6.1,3.91,0.77,1,2013,68,569
15945,5.57,4.75,1.96,1,2011,69,569
15946,4.14,6.77,8.39,2,2015,70,569
15947,2.89,9.14,8.07,1,2012,71,569
15948,7.92,2.95,1.96,2,2017,72,569
15949,6.5,6.56,4.78,2,2016,73,569
15950,7.68,8.91,0.0,1,2016,74,569
15951,8.32,8.23,0.0,1,2015,75,569
15952,0.9,0.35,4.79,2,2016,76,569
15953,2.24,5.58,2.06,2,2013,77,569
15954,2.34,1.91,3.4,2,2016,78,569
15955,8.64,9.51,0.0,1,2017,79,569
15956,3.06,3.67,6.95,1,2017,80,569
15957,4.5,1.35,9.6,1,2015,81,569
15958,4.43,4.42,6.32,1,2018,82,569
15959,0.9,7.97,3.2,1,2015,83,569
15960,3.39,6.52,7.22,2,2013,924,570
15961,8.9,8.51,0.0,2,2016,925,570
15962,6.64,5.24,4.64,1,2012,926,570
15963,0.54,0.08,2.0,1,2014,927,570
15964,4.8,7.32,2.91,2,2014,928,570
15965,4.95,0.89,3.67,1,2016,929,570
15966,4.37,8.29,4.85,2,2019,930,570
15967,1.86,4.27,0.22,1,2013,931,570
15968,4.79,3.06,5.45,1,2012,932,570
15969,2.99,6.61,6.26,1,2013,933,570
15970,3.59,5.61,0.97,1,2012,934,570
15971,9.95,4.81,0.0,2,2010,935,570
15972,0.95,6.73,2.78,2,2016,936,570
15973,4.64,0.45,0.49,1,2015,937,570
15974,4.38,7.18,6.93,2,2014,938,570
15975,0.02,0.6,7.64,1,2011,939,570
15976,6.14,5.83,2.21,2,2015,940,570
15977,6.84,6.79,2.75,2,2016,941,570
15978,5.27,8.83,0.0,1,2015,942,570
15979,8.98,7.11,0.0,1,2019,943,570
15980,5.3,7.8,4.75,1,2018,944,570
15981,8.37,5.93,0.0,2,2016,945,570
15982,9.53,1.74,2.52,2,2013,946,570
15983,8.32,5.8,0.0,2,2015,947,570
15984,6.25,7.56,4.57,1,2016,948,570
15985,8.6,0.93,1.25,1,2015,949,570
15986,9.98,5.41,0.0,2,2015,950,570
15987,4.99,8.6,0.51,1,2015,951,570
15988,0.38,7.83,8.42,2,2015,196,571
15989,8.67,0.47,0.89,2,2015,197,571
15990,2.39,2.44,9.84,1,2018,198,571
15991,8.37,9.35,0.0,2,2019,199,571
15992,0.38,1.23,7.01,1,2017,200,571
15993,7.42,7.37,0.0,1,2012,201,571
15994,0.06,2.59,7.02,2,2019,202,571
15995,6.17,0.58,5.06,2,2018,203,571
15996,1.1,8.04,6.17,1,2011,204,571
15997,0.82,5.59,9.9,1,2015,205,571
15998,3.15,6.15,9.71,2,2017,206,571
15999,3.8,0.44,0.14,1,2011,207,571
16000,8.22,5.29,5.47,2,2016,208,571
16001,8.69,2.27,8.2,1,2015,209,571
16002,4.01,2.83,1.86,2,2016,210,571
16003,4.65,1.0,1.7,2,2017,211,571
16004,5.25,9.48,0.0,2,2015,212,571
16005,8.87,1.47,1.09,1,2013,213,571
16006,9.99,4.42,0.0,1,2013,214,571
16007,0.84,9.59,4.26,2,2011,215,571
16008,5.43,6.98,1.18,1,2013,216,571
16009,0.51,1.74,4.81,2,2015,217,571
16010,8.8,4.03,4.24,1,2016,218,571
16011,1.75,3.11,8.16,1,2011,219,571
16012,4.52,6.69,8.97,2,2020,220,571
16013,3.11,7.36,3.51,2,2016,221,571
16014,7.45,2.52,5.42,2,2014,222,571
16015,7.03,9.03,0.0,1,2010,223,571
16016,4.26,6.68,7.55,2,2017,896,572
16017,0.27,1.08,6.57,2,2017,897,572
16018,7.65,4.81,1.86,2,2019,898,572
